Timestep1and2,Slding speed,Depth polishing,Particle size,Composition,Temperature,PotEng,KinEng,Total energy,Press,Von Mises stress,v_hydro,Force_X,Force_Y,Force_Z,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
144600,50,20,15,11,273.06129,-1287557.1,10572.158,-1276984.9,371.81204,0.71847191,5.8545582e-05,-160.906224,-18.2421328,132.911424,CASE-5,1285.68071038843,93.6730568485592,17.0030453309646,7.1987289247243,71.10413104681,1007.45315166938,349.0,251505.0,1729.0
145200,50,20,15,11,273.12774,-1287589.8,10574.731,-1277015.1,500.80538,0.76368395,6.4100615e-05,-172.235728,-7.02972544,119.07213440000001,CASE-5,1254.60146897803,93.6248840163194,25.3039211044297,0.0,90.5067193415466,985.275318260449,388.0,251371.0,1747.0
145800,50,20,15,11,273.1539,-1287619.3,10575.744,-1277043.6,561.8732,0.88700084,6.4576893e-05,-157.2196336,-7.28338368,123.90198240000001,CASE-5,1186.6139311235,24.471200145417,15.6127758826149,10.9574612058748,75.7418302125296,1000.28996042087,382.0,251228.0,1819.0
146400,50,20,15,11,273.18611,-1287616.7,10576.991,-1277039.7,608.59481,0.97924615,6.7222262e-05,-128.43891040000003,-26.6446368,101.0976336,CASE-5,1307.54076027013,48.8786219741133,32.0596125889894,12.5580674555841,46.3899362619455,1134.74548497994,344.0,251422.0,1730.0
147000,50,20,15,11,273.32666,-1287634.7,10582.433,-1277052.3,628.36476,1.0565522,7.0650938e-05,-137.4031136,-28.269969600000003,118.4658672,CASE-5,1184.96177714953,50.0452080573049,30.1583647314155,10.0387655817371,65.5591898829707,977.299173744438,360.0,251458.0,1679.0
147600,50,20,15,11,273.11312,-1287652,10574.165,-1277077.8,639.33616,1.0345475,7.178057e-05,-148.4586992,-8.3576416,126.7511072,CASE-5,1076.76266716073,44.3796080383528,31.1687819057712,11.3795117939051,64.9382458167446,894.356622348989,365.0,251573.0,1605.0
148200,50,20,15,11,272.91153,-1287612.3,10566.36,-1277045.9,573.18368,1.0708295,6.8359043e-05,-165.698336,-14.90661184,123.55462560000001,CASE-5,1077.73433718595,59.2949439442297,0.0,24.2666157609463,73.4117431710781,885.339554934461,429.0,251402.0,1599.0
148800,50,20,15,11,273.55892,-1287637.9,10591.425,-1277046.5,546.65376,1.04068,6.3900883e-05,-175.85646400000002,-37.5195152,112.70348160000002,CASE-5,996.433144238473,39.0632169805999,5.5614716929204,12.6983137744073,54.3828056840921,866.515416017746,345.0,251516.0,1600.0
149400,50,20,15,11,272.92946,-1287620.1,10567.054,-1277053.1,529.53923,0.9224388,6.6210878e-05,-174.851632,-36.2913744,129.31664320000002,CASE-5,927.034305315024,47.9688953087858,8.12522255464872,10.7877812399189,41.6921149133776,746.052081668832,396.0,251350.0,1654.0
150000,50,20,15,11,272.98502,-1287586.4,10569.205,-1277017.2,513.10849,0.77700664,6.5254719e-05,-206.633936,-45.0977376,129.8684912,CASE-5,927.566139674889,54.8763474057117,0.0,11.8704386969704,47.5856963189424,800.352211314454,424.0,251393.0,1458.0
150600,50,20,15,11,273.03702,-1287570.5,10571.219,-1276999.3,543.57619,0.678027,6.663259e-05,-162.928928,-18.8584256,131.731784,CASE-5,902.127395051861,21.8412031154178,0.0,11.5647651656568,59.2810711281188,760.16135653121,369.0,251518.0,1410.0
151200,50,20,15,11,273.19594,-1287565,10577.371,-1276987.6,540.77575,0.60819084,6.7252882e-05,-186.51710400000002,18.333392,119.86277760000002,CASE-5,825.220975325475,46.5914119707984,10.116127148845,18.6978081230285,51.6147317459605,668.988434414606,365.0,251453.0,1535.0
151800,50,20,15,11,273.55913,-1287602.3,10591.433,-1277010.8,567.42504,0.58039569,6.687677e-05,-127.94875520000001,4.5696848,136.91718880000002,CASE-5,946.199721559758,34.6791843624752,0.0,13.7015618908297,91.714346247609,776.220045355921,397.0,251258.0,1740.0
152400,50,20,15,11,273.38578,-1287618.4,10584.721,-1277033.7,681.08511,0.59077997,7.0989431e-05,-148.6276176,2.08165968,143.3048896,CASE-5,924.016236043049,50.7191929833833,0.0,26.6940983636696,75.8557591887282,727.892315671877,339.0,251030.0,1909.0
153000,50,20,15,11,273.6134,-1287623.4,10593.534,-1277029.9,664.28247,0.64359978,7.1576465e-05,-153.3596112,8.44869856,129.0674064,CASE-5,982.055236824873,28.8758275372855,1.99310917682107,21.6530718021056,36.2038209276878,869.194895560237,316.0,251099.0,1775.0
153600,50,20,15,11,273.26817,-1287589.4,10580.168,-1277009.2,693.86513,0.68366532,7.1751829e-05,-145.5966336,-9.3784408,116.17646400000001,CASE-5,1023.89691003095,34.4660751035736,0.0,29.136566707059,34.330257997649,895.6716733917131,356.0,251105.0,1755.0
154200,50,20,15,11,272.89155,-1287625.9,10565.586,-1277060.3,584.31549,0.84562843,6.9330695e-05,-134.9781744,-0.045483579200000006,120.92261920000001,CASE-5,1087.40722752401,48.9207799602688,0.0,17.9325683378338,74.0886033975924,889.414151107617,317.0,251270.0,1752.0
154800,50,20,15,11,272.85986,-1287592.6,10564.359,-1277028.2,529.56662,0.98395029,6.6038456e-05,-165.46084800000003,-9.12668128,132.49725759999998,CASE-5,1056.8599271492,45.5390275356033,10.2380496951467,20.9215530446167,76.727058155646,872.117311701399,368.0,251039.0,1893.0
155400,50,20,15,11,272.67492,-1287625,10557.199,-1277067.8,396.05777,1.0099464,6.2848457e-05,-172.47441600000002,-24.993712000000002,120.23886560000001,CASE-5,1230.38681823878,30.3878945491493,7.61975074610695,16.3574309528374,58.4593832175638,1075.60223144938,375.0,250924.0,2007.0
156000,50,20,15,11,272.66457,-1287615,10556.798,-1277058.2,416.68452,1.0432577,5.9791341e-05,-167.35380800000001,-14.353933920000001,125.59037920000002,CASE-5,1182.92345028119,39.3714554699672,7.75199386260343,17.7904955216406,45.2400947922307,1052.78197785509,379.0,251011.0,2036.0
156600,50,20,15,11,272.77165,-1287599.9,10560.944,-1277038.9,494.4968,1.0735873,6.463835e-05,-167.53140800000003,-28.234619199999997,139.2676,CASE-5,1145.58584811475,30.8987964339015,17.6640899364939,17.0679241579072,50.3524548729469,961.749648988231,383.0,250782.0,2061.0
157200,50,20,15,11,273.06259,-1287628.5,10572.209,-1277056.3,605.5991,1.0953889,6.8891826e-05,-185.62617600000002,-9.897996480000002,140.0236512,CASE-5,1265.89449756535,74.1156400142588,24.6340296489393,7.43343881871539,43.4970769011851,1028.55761673958,408.0,250593.0,2123.0
157800,50,20,15,11,272.54995,-1287622.1,10552.361,-1277069.7,634.7133,1.0336693,7.1221237e-05,-165.545744,-31.2522448,113.41411360000001,CASE-5,1270.90633503539,55.9705534251658,22.8643131435974,14.4041286716571,72.8688520882825,1032.90493708287,394.0,250083.0,2380.0
158400,50,20,15,11,273.0534,-1287630,10571.853,-1277058.2,661.07811,0.87055898,7.0356483e-05,-173.89835200000002,-19.726457600000003,120.3780544,CASE-5,1177.7743820745,60.3247591949342,24.2800998124213,9.53581952892731,61.3420348005286,931.793053839268,361.0,250371.0,2155.0
159000,50,20,15,11,273.30638,-1287631.2,10581.647,-1277049.5,694.58594,0.7657684,6.9027473e-05,-158.337536,-12.79023008,116.62021600000001,CASE-5,1088.61997391854,71.1646341662117,26.1845458156458,8.72090974454429,78.8542977902895,881.323261210494,391.0,250768.0,1725.0
159600,50,20,15,11,273.31589,-1287647,10582.016,-1277065.0,651.6943,0.78443545,7.0677248e-05,-144.1233776,-21.266232000000002,143.2964464,CASE-5,992.929020593586,41.3602636456739,17.6896698436411,9.63185028053625,71.2381114876911,813.905348758154,396.0,251157.0,1432.0
160200,50,20,15,11,273.40198,-1287645.8,10585.349,-1277060.4,648.16178,0.81029749,6.9907952e-05,-147.8163392,-7.75656592,129.2338832,CASE-5,956.235395702017,60.7369305117999,6.23486748593128,8.98604123655286,24.9342751260946,834.986429903496,394.0,251547.0,1128.0
160800,50,20,15,11,273.41486,-1287671.6,10585.847,-1277085.7,625.12658,0.84253634,7.1018348e-05,-176.734688,-18.8459392,128.0263328,CASE-5,947.983228619746,30.9593388679933,3.99308639912418,16.2173285153426,57.6915258829743,804.801573467021,367.0,251523.0,1172.0
161400,50,20,15,11,273.22411,-1287677.2,10578.462,-1277098.7,522.24244,0.78844828,6.6937879e-05,-142.2300816,-28.475016,108.9450384,CASE-5,1006.88322396415,35.5621330542656,27.1769281908596,9.37465177767683,125.618406565758,779.198494177891,321.0,251612.0,1109.0
162000,50,20,15,11,272.75258,-1287652.8,10560.206,-1277092.6,417.92217,0.81226593,6.091261e-05,-141.54572960000002,-0.592145024,112.20751519999999,CASE-5,988.032015593236,51.8874598162862,19.5519005333015,22.1145343962107,85.7187218770711,777.853178873936,387.0,251427.0,1102.0
162600,50,20,15,11,272.96727,-1287668.2,10568.518,-1277099.7,427.99374,0.85163265,6.3034874e-05,-155.4941248,-25.3852416,121.1937072,CASE-5,930.970044014714,43.8560368750038,11.15523094442,10.4000941887526,69.4804851033185,752.919581992036,354.0,251465.0,1259.0
163200,50,20,15,11,272.66008,-1287672.1,10556.624,-1277115.5,426.06301,0.88560693,6.3221722e-05,-181.873648,-27.0553376,135.1027616,CASE-5,934.58658422452,32.6596190387699,9.23611243940141,18.4522768752424,70.7352295679439,765.589407832065,339.0,251336.0,1385.0
163800,50,20,15,11,272.60714,-1287666,10554.575,-1277111.5,351.44712,0.8486226,6.0874767e-05,-179.1528,4.70180016,109.7516768,CASE-5,894.034147100803,31.8989748958129,0.0,14.6780081249339,76.097085978211,728.893598014353,311.0,251118.0,1573.0
164400,50,20,15,11,272.7187,-1287633.9,10558.894,-1277075.0,330.47918,0.7972182,6.0756324e-05,-161.43704000000002,-37.028928,108.5847056,CASE-5,941.625670081517,24.1546522079718,3.02303937880562,21.1229617131686,71.9948269523276,770.6993340614,341.0,250928.0,1701.0
165000,50,20,15,11,273.27711,-1287636,10580.514,-1277055.5,454.32894,0.75778138,6.4685766e-05,-180.12848,-28.286155200000003,118.56265760000002,CASE-5,984.719435253846,18.310906618997,0.0,15.6672891509968,67.731925517944,818.844698805634,366.0,250857.0,1668.0
165600,50,20,15,11,273.40836,-1287622,10585.596,-1277036.4,523.52869,0.71100006,6.6932396e-05,-184.722304,-2.04714912,131.2066272,CASE-5,1074.00809662717,9.10596055530621,7.67892092538884,19.2307716880406,93.3566780304406,894.230188570234,399.0,250800.0,1630.0
166200,50,20,15,11,273.19172,-1287602.1,10577.208,-1277024.9,573.46813,0.725751,6.9459377e-05,-180.05473600000002,-5.207930080000001,113.0427152,CASE-5,1059.72031538183,23.5066031849788,34.1358926938654,10.7139652066305,67.4262856826129,893.069901219662,450.0,250610.0,1594.0
166800,50,20,15,11,273.03292,-1287642.8,10571.06,-1277071.8,657.04497,0.7923057,7.0029198e-05,-183.57483200000001,-23.580904000000004,133.44936479999998,CASE-5,1168.43529181456,23.2784088592955,24.2310255605726,12.3663778536328,60.8155824221237,1021.8992016197,391.0,250531.0,1632.0
167400,50,20,15,11,272.947,-1287676.5,10567.733,-1277108.7,630.21807,0.8550846,7.2530732e-05,-158.2045472,-11.079484960000002,149.0392304,CASE-5,1042.17430604996,28.6500205930168,0.0,11.8626433991825,35.1233006997401,909.3966047063,398.0,250361.0,1739.0
168000,50,20,15,11,272.53974,-1287650.1,10551.965,-1277098.1,785.98127,0.90377056,7.5222862e-05,-172.88574400000002,16.9386656,133.97718400000002,CASE-5,1046.91318453804,31.6418236535636,21.6132626381479,18.0370111179388,46.1109395536302,895.520879864724,412.0,250425.0,1774.0
168600,50,20,15,11,272.87209,-1287658.4,10564.833,-1277093.5,791.36376,0.96317746,7.6725541e-05,-174.292064,-1.64629664,120.29953920000001,CASE-5,1100.58244380671,40.9030064951215,25.927486081335,8.55750304770602,66.3773227133569,912.213162337036,419.0,250100.0,1863.0
169200,50,20,15,11,272.57062,-1287663.1,10553.161,-1277110.0,770.75005,1.0953697,7.5899164e-05,-122.87917600000002,-7.082075360000001,92.11209760000001,CASE-5,1141.73804084953,21.3773570945732,28.8493671087225,14.1581780807773,53.9244228096152,976.049747441237,462.0,249969.0,1983.0
169800,50,20,15,11,272.86059,-1287695,10564.388,-1277130.6,644.48192,1.1921598,6.8160071e-05,-130.866968,-9.887112960000001,103.8058928,CASE-5,1289.67449717284,31.4560025124452,4.25664792019304,20.5905528374354,52.7769508683004,1128.33261538977,432.0,250048.0,1969.0
170400,50,20,15,11,272.77168,-1287667.4,10560.945,-1277106.5,432.28704,1.1599112,6.4350645e-05,-118.8540352,-16.6988416,91.87243840000001,CASE-5,1249.77172820396,58.157914916025,21.811199480203,24.6753621712117,45.0232047026785,1053.43716164902,428.0,249815.0,1990.0
171000,50,20,15,11,272.45756,-1287701.2,10548.784,-1277152.5,354.91068,1.0224788,5.9864971e-05,-147.3266208,-21.933217600000003,133.09013760000002,CASE-5,1192.15031980418,64.4742958591923,0.0,20.2086870842198,28.9998169996925,1010.85394526879,452.0,249995.0,1880.0
171600,50,20,15,11,272.82202,-1287647.1,10562.894,-1277084.2,313.24556,0.95661747,5.9652526e-05,-166.792608,-6.624534880000001,107.19312480000002,CASE-5,1369.0075341972,74.703279875215,0.0,16.9389521187395,59.5145111832965,1140.66288974203,433.0,249980.0,1890.0
172200,50,20,15,11,272.49294,-1287672.5,10550.153,-1277122.3,295.04054,0.87357852,6.0821115e-05,-133.3412192,1.476494336,99.8120368,CASE-5,1489.00929804511,38.6371700167653,14.8014046355946,10.3836024500738,63.0709971965893,1275.72996457465,488.0,249886.0,1881.0
172800,50,20,15,11,272.76528,-1287684.8,10560.697,-1277124.1,345.13413,0.78019071,5.9239763e-05,-168.536112,17.328454400000002,114.8515696,CASE-5,1369.59772151233,44.5381285642174,17.6843471018665,9.64594378314832,90.5084048209584,1131.68372393056,474.0,249972.0,1881.0
173400,50,20,15,11,273.20159,-1287698.1,10577.59,-1277120.5,276.26615,0.67633443,6.0345848e-05,-171.10432000000003,4.30737904,99.20096000000001,CASE-5,1439.85559034392,58.699697809709,15.3987031711817,11.9884539829036,63.8848290733666,1219.85799231337,399.0,249971.0,2040.0
174000,50,20,15,11,273.37846,-1287718.8,10584.438,-1277134.4,417.43513,0.63543614,6.3260145e-05,-147.8744384,0.625591456,116.07182720000002,CASE-5,1424.00452058581,14.0239494829602,51.0057072028317,21.8001453374088,47.1500689544659,1216.41023719885,452.0,249822.0,2208.0
174600,50,20,15,11,272.92478,-1287714.7,10566.873,-1277147.9,620.59465,0.60374281,7.2097311e-05,-159.9101936,-19.610576000000002,111.1589088,CASE-5,1501.15941046743,27.4752461907209,34.568263740417,11.3241008860008,67.6404744848722,1298.93097681941,441.0,249531.0,2287.0
175200,50,20,15,11,272.82671,-1287706.8,10563.076,-1277143.7,680.75623,0.6364292,7.3928257e-05,-150.109424,-9.69470208,115.9830624,CASE-5,1434.18557995076,29.0425463886683,38.1395920697568,17.2526522638813,50.6273929459455,1208.6713084453,422.0,249274.0,2487.0
175800,50,20,15,11,273.1195,-1287706.5,10574.412,-1277132.1,806.95739,0.70432901,7.6972342e-05,-154.9404304,-28.67324,108.9028816,CASE-5,1636.1011929027,59.6181873923759,15.1296667375006,6.94435034001359,63.5230687698985,1417.33089145018,412.0,249202.0,2598.0
176400,50,20,15,11,273.03224,-1287694.1,10571.033,-1277123.1,774.95164,0.69184284,7.6185269e-05,-162.632128,-8.0167256,120.48536320000001,CASE-5,1621.71078955853,25.2762219636044,32.6925167720248,10.2319764741827,48.7277595691596,1405.63782718727,424.0,249287.0,2560.0
177000,50,20,15,11,272.96504,-1287674.8,10568.432,-1277106.3,613.82145,0.77161764,7.1490908e-05,-168.917664,-31.646014400000002,120.54905280000001,CASE-5,1481.77316400105,35.0195454875768,49.9099426749471,9.78567210782327,57.8063412429867,1257.47867340695,453.0,249342.0,2483.0
177600,50,20,15,11,273.10533,-1287706.8,10573.863,-1277132.9,510.47298,0.8014418,6.819638e-05,-162.04204800000002,-14.45605872,110.49791680000001,CASE-5,1504.86498099016,62.2598274971885,25.0752982022676,11.547532836464,108.0824643014,1255.87747155269,452.0,249509.0,2365.0
178200,50,20,15,11,273.80789,-1287659.8,10601.064,-1277058.7,480.90255,0.82085786,6.4834951e-05,-123.325776,-25.633142400000004,103.3377504,CASE-5,1487.60656297974,78.9764626447347,40.1314923504336,37.86688920136,56.5692149895598,1222.95454413271,453.0,249564.0,2368.0
178800,50,20,15,11,273.5927,-1287724.6,10592.733,-1277131.8,371.48053,0.88523969,6.1344322e-05,-165.27603200000001,-23.4667872,106.00122400000001,CASE-5,1494.90937971023,59.760691201507,17.1154887927223,34.6868132837703,63.1787801084371,1235.48672224591,471.0,249350.0,2443.0
179400,50,20,15,11,273.3741,-1287725.3,10584.269,-1277141.0,284.71714,0.91079993,5.9031804e-05,-151.281008,-9.33760256,97.1796896,CASE-5,1487.27490742319,37.4931689385314,26.8732127606865,21.056320788683,98.2610355036473,1231.16981369259,401.0,249289.0,2577.0
180000,50,20,15,11,273.75671,-1287719.2,10599.083,-1277120.2,186.99994,0.96266841,5.7958559e-05,-173.85148800000002,-10.43052368,117.06172959999999,CASE-5,1435.5783796496,16.6426181821347,54.756053681386,17.8166507434561,48.9943650647495,1237.9088431772,414.0,249290.0,2587.0
180600,50,20,15,11,273.41259,-1287760.1,10585.76,-1277174.4,358.21571,0.9751748,6.0885052e-05,-162.62692800000002,-5.08448976,135.34772640000003,CASE-5,1321.74541668949,7.98711552323551,2.29714532906696,11.3017419859577,78.4261981643841,1153.33834490225,367.0,249439.0,2482.0
181200,50,20,15,11,273.38379,-1287783.4,10584.645,-1277198.8,533.57034,0.97157493,6.7802224e-05,-169.16428800000003,-0.697263376,111.743104,CASE-5,1222.28985513161,9.12731516271319,16.9227337304117,10.139914245306,67.6502811093698,1053.97002591592,394.0,249651.0,2449.0
181800,50,20,15,11,273.49603,-1287818.6,10588.99,-1277229.6,603.56982,0.96481514,7.1261289e-05,-165.37380800000003,8.62533536,130.7216864,CASE-5,1099.8499500912,17.957681126374,14.5440981573017,28.0611872990604,42.4505066924965,937.626502748009,348.0,249703.0,2411.0
182400,50,20,15,11,273.16149,-1287804.8,10576.038,-1277228.7,807.82135,1.0288638,8.0427911e-05,-160.91470400000003,-3.0388113600000004,142.28633440000002,CASE-5,1142.06405102661,22.4076799068891,13.0394678864033,11.4468915776044,65.0880110837245,837.324455122678,338.0,249520.0,2491.0
183000,50,20,15,11,273.04906,-1287831.7,10571.685,-1277260.0,939.43611,1.1380508,8.4845257e-05,-168.972528,-33.2480032,122.65380800000001,CASE-5,1005.967231563,9.26519561198904,4.15188675529022,8.57650095157964,63.0546162057483,826.61367679591,327.0,249789.0,2397.0
183600,50,20,15,11,272.89175,-1287823.4,10565.594,-1277257.8,1062.5529,1.2066631,8.8615919e-05,-172.99844800000002,-13.299399520000001,123.8431952,CASE-5,1146.16040481488,32.8154777456288,10.0504933949832,7.4326539894902,83.1946312856547,885.772355405307,376.0,249838.0,2287.0
184200,50,20,15,11,272.8006,-1287829.9,10562.065,-1277267.9,918.36637,1.1648097,8.4337401e-05,-197.09950400000002,-31.386744,152.9768464,CASE-5,1043.45028949657,27.6556550281384,0.0,26.692361835417,33.6853732441074,890.557438644589,388.0,249844.0,2287.0
184800,50,20,15,11,272.76384,-1287810.8,10560.642,-1277250.1,704.72236,1.0688774,7.576878e-05,-205.48775999999998,-50.8855648,145.0954176,CASE-5,1046.26594447188,11.4559210215753,4.99749817208827,5.51695862978221,54.1594749862063,907.95586113563,411.0,249878.0,2344.0
185400,50,20,15,11,272.65316,-1287823.1,10556.357,-1277266.7,506.83267,1.0092828,6.9456614e-05,-170.761008,-64.74232160000001,117.87660800000002,CASE-5,932.112432477017,9.00963756683709,0.0,8.97703335947363,46.8706783694179,821.292735546559,431.0,249610.0,2458.0
186000,50,20,15,11,273.11828,-1287848.3,10574.365,-1277273.9,420.50427,0.98419436,6.1767746e-05,-161.296096,-43.631331200000005,131.21162560000002,CASE-5,1156.30299965682,8.87973325611865,0.0,22.1925264597915,84.3269370482505,976.964423028184,405.0,249399.0,2625.0
186600,50,20,15,11,273.12912,-1287813.8,10574.784,-1277239.1,464.30739,0.80844456,6.4998779e-05,-164.960528,-21.2374848,128.7642544,CASE-5,1326.17030123121,8.76259310106988,28.9570164315318,31.8558005171977,106.038410170735,1066.42943198422,450.0,249234.0,2848.0
187200,50,20,15,11,273.28197,-1287809.8,10580.702,-1277229.1,469.59547,0.73076383,6.5838726e-05,-182.04041600000002,-7.27722112,138.9616736,CASE-5,1352.24082807474,36.3934484802634,5.292250480539,23.2933587917551,53.041756694419,1173.68682435614,431.0,249242.0,2819.0
187800,50,20,15,11,273.57852,-1287847.3,10592.184,-1277255.2,507.43441,0.69954746,6.8513653e-05,-158.52330080000002,20.691984,122.2080224,CASE-5,1363.66330543816,21.1496682547307,5.39785472150272,53.702236718886,22.5472388830382,1224.73025742259,430.0,249257.0,2761.0
188400,50,20,15,11,273.12056,-1287827.7,10574.453,-1277253.3,574.55803,0.7389159,6.901849e-05,-147.60725440000002,5.2312152,138.10375200000001,CASE-5,1343.16976588284,39.6526651253246,0.0,34.5924625513246,30.4911645324782,1155.6112257679,474.0,249201.0,2806.0
189000,50,20,15,11,273.12869,-1287848.1,10574.768,-1277273.3,693.49943,0.78810981,7.2337191e-05,-168.44401600000003,-4.49467088,116.0271472,CASE-5,1319.06116332843,5.94017597898141,6.88153832066086,16.6506850176593,33.2111824703491,1205.15329833464,487.0,248842.0,2984.0
189600,50,20,15,11,273.22843,-1287827.4,10578.629,-1277248.7,825.78089,0.90260254,7.9844361e-05,-120.0966,6.202124,97.88047360000002,CASE-5,1444.87981322932,11.0508898683412,3.21270184281577,28.4811654539778,54.0431617934015,1286.39907981797,521.0,248703.0,3121.0
190200,50,20,15,11,272.97677,-1287860.3,10568.886,-1277291.4,850.78911,0.90333644,7.9495078e-05,-152.4377168,-49.7071248,117.16220320000001,CASE-5,1525.17492875651,30.9223244590748,19.4216847222253,29.5655160745928,68.5137461062997,1314.72098994956,547.0,248303.0,3202.0
190800,50,20,15,11,273.60735,-1287912.1,10593.3,-1277318.8,812.73993,0.89662224,7.9599751e-05,-143.25339200000002,-27.249352000000002,106.92665280000001,CASE-5,1677.32359612961,27.5961754406701,40.2160875678659,22.7228466581472,65.3059336784601,1464.08541465442,509.0,248046.0,3285.0
191400,50,20,15,11,273.44873,-1287900.5,10587.159,-1277313.3,773.653,0.91812108,7.3720267e-05,-156.551648,-32.0404944,117.6879344,CASE-5,1659.06901713535,29.482275534084,25.5826853093852,12.5696776409153,52.4709600942712,1463.89886221471,531.0,247957.0,3405.0
192000,50,20,15,11,273.02884,-1287892.1,10570.902,-1277321.2,556.38182,0.97943082,6.8596827e-05,-159.7553168,-54.5456992,130.6945872,CASE-5,1642.33517951615,57.852654619883,25.1002229288385,24.184381855246,48.5306431051139,1369.5284512505,542.0,247961.0,3370.0
192600,50,20,15,11,273.05021,-1287886.7,10571.729,-1277315.0,485.39253,0.98112742,6.4214712e-05,-153.4771776,-13.566028639999999,112.4701728,CASE-5,1670.63529869525,52.6854502555775,19.8412800045264,28.9658183814859,77.5726910922931,1375.86472718415,543.0,247933.0,3384.0
193200,50,20,15,11,273.27556,-1287872.4,10580.454,-1277292.0,407.53217,0.93096021,6.157117e-05,-173.409072,-32.531942400000005,127.99410720000002,CASE-5,1738.005948362,67.7517509038523,52.7190644218129,14.2503531657231,32.457361835582,1423.12752601597,553.0,248011.0,3272.0
193800,50,20,15,11,273.49333,-1287904.5,10588.885,-1277315.7,344.39159,0.86905567,5.978177e-05,-198.19584,-15.54024864,137.520976,CASE-5,1578.08335520884,63.070592260418,27.2592128962469,19.1060930885146,25.8552014088952,1323.43060363059,511.0,248052.0,3144.0
194400,50,20,15,11,273.2421,-1287860.2,10579.159,-1277281.0,447.13299,0.79783081,6.3323755e-05,-179.697088,-17.933888,108.3186096,CASE-5,1678.84520393437,57.5704822500675,26.3197710508519,22.8769531369106,47.4673082410703,1344.62189097362,582.0,247965.0,3165.0
195000,50,20,15,11,273.16669,-1287870.8,10576.239,-1277294.5,530.92223,0.84760356,6.5699522e-05,-184.26038400000002,-4.10612528,116.8608,CASE-5,1770.59114140248,64.4460522457381,8.16865113850029,21.4362305883885,50.8635807194223,1508.59554818658,553.0,247717.0,3279.0
195600,50,20,15,11,273.47608,-1287873.2,10588.218,-1277285.0,649.30433,0.88472863,6.9376163e-05,-199.54740800000002,-23.9608576,132.6633184,CASE-5,1788.47747520279,37.6031424087459,3.65590829072565,8.22485219165533,77.2586564586666,1554.8820479752,606.0,247630.0,3395.0
196200,50,20,15,11,273.02721,-1287863,10570.839,-1277292.2,801.9286,0.97204201,7.5787371e-05,-158.8400704,-12.77649872,113.15390239999999,CASE-5,1693.7814149624,78.8638636422735,13.9986157582658,19.0583317311017,80.2491133500611,1419.25741859771,529.0,247672.0,3357.0
196800,50,20,15,11,272.96267,-1287860.2,10568.34,-1277291.8,868.7955,1.0367549,7.5885749e-05,-181.906208,-22.9044672,144.9510288,CASE-5,1675.81871704681,23.6925349473277,8.96989994996249,23.0820264255903,141.001850923756,1383.35734992357,538.0,247776.0,3357.0
197400,50,20,15,11,273.76304,-1287862,10599.328,-1277262.7,867.71357,1.0521169,7.9163039e-05,-194.865104,-25.0210256,142.8720304,CASE-5,1541.9518847981,36.7703464833493,22.9612657774872,13.1673544009035,68.1104076116647,1270.63976871757,489.0,247754.0,3357.0
198000,50,20,15,11,273.35624,-1287832.3,10583.578,-1277248.7,1006.7041,1.1147507,8.3721254e-05,-160.295488,-3.30817392,141.1605664,CASE-5,1579.14649375681,23.1018705281215,47.6293637912862,29.1843976729472,89.15669734436,1277.92672180544,456.0,248006.0,3240.0
198600,50,20,15,11,273.71382,-1287849.3,10597.422,-1277251.9,913.03984,1.1455005,8.1288235e-05,-182.584576,-35.7255424,134.5628816,CASE-5,1439.43462399984,33.1644935527943,27.0490121340359,36.8520066167995,39.4639626384954,1183.61977807001,474.0,247941.0,3211.0
199200,50,20,15,11,273.68282,-1287820.1,10596.222,-1277223.9,715.21676,1.1207447,7.3185134e-05,-163.62264000000002,-16.403248,115.95894080000001,CASE-5,1464.54884956547,49.4951110635747,22.8099762405762,20.3560102887622,35.0985087339566,1192.6462199896,435.0,247807.0,3234.0
199800,50,20,15,11,273.61071,-1287833.2,10593.43,-1277239.8,362.02647,0.98233569,6.0900859e-05,-169.963904,-20.599864,118.328936,CASE-5,1544.77242387125,35.7022408626054,24.0461777611567,15.2491810474909,32.1530344791005,1268.26069840883,440.0,247912.0,3159.0
200400,50,20,15,11,273.79533,-1287825.2,10600.578,-1277224.6,222.27865,0.89929282,5.6525683e-05,-157.9520304,6.540304000000001,109.538304,CASE-5,1566.709977498,24.5231443195436,0.0,19.8451923803511,47.0472598089745,1299.66749851931,495.0,247802.0,3164.0
201000,50,20,15,11,274.0287,-1287826.9,10609.614,-1277217.3,215.9672,0.82016013,5.6135466e-05,-164.96584000000001,12.19918608,113.5580352,CASE-5,1498.77480588354,49.2483047872511,33.4251999562155,29.6714511983413,56.6562733776273,1210.28239844264,474.0,247597.0,3313.0
201600,50,20,15,11,273.65994,-1287833.4,10595.336,-1277238.1,315.63076,0.81079679,6.0678152e-05,-173.46232,-2.03039792,121.03935360000001,CASE-5,1493.72922102134,41.1773010064839,19.8928815305096,23.2671534158528,72.066442570116,1253.28045048931,453.0,247411.0,3462.0
202200,50,20,15,11,273.95976,-1287875,10606.944,-1277268.1,409.32193,0.78573912,6.1181993e-05,-163.007056,-6.579222720000001,118.8032624,CASE-5,1568.93918040907,14.2116345596246,10.5332394489798,23.3489723332575,116.366934011607,1293.66904164397,436.0,247492.0,3592.0
