Timestep1and2,Slding speed,Depth polishing,Particle size,Composition,Temperature,PotEng,KinEng,Total energy,Press,Von Mises stress,v_hydro,Force_X,Force_Y,Force_Z,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
136200,100,20,15,11,276.90095,-1287162.2,10720.819,-1276441.4,402.07882,0.79760181,6.8071214e-05,-178.095472,4.526508160000001,127.2991456,CASE-3,1188.71706476943,15.4693903856508,76.5347538110556,2.46138390450462,214.995409201867,770.702955409201,477.0,247808.0,2606.0
136800,100,20,15,11,276.67551,-1287123.4,10712.091,-1276411.3,506.18402,0.83549018,6.9210068e-05,-166.76497600000002,35.2233552,99.7224576,CASE-3,1331.35764386741,15.5839513244653,83.1759474339703,9.10056953371362,141.293966085801,969.791107511354,414.0,247781.0,2505.0
137400,100,20,15,11,276.95651,-1287153.3,10722.97,-1276430.3,529.40947,0.87621077,7.1810743e-05,-185.956144,52.883156799999995,117.03691839999999,CASE-3,1147.77919886444,0.0,70.6438479570101,13.8428717016424,121.72785475601,808.717257062702,392.0,247641.0,2634.0
138000,100,20,15,11,276.75959,-1287124.5,10715.346,-1276409.1,363.21158,0.9202272,6.6116639e-05,-158.9788704,20.670368,113.98710880000002,CASE-3,1099.98353906083,0.0,80.001579400814,13.1038309140723,112.25084590207,844.704663579891,456.0,247649.0,2738.0
138600,100,20,15,11,276.98736,-1287151.6,10724.165,-1276427.4,300.58211,0.99080307,5.8339138e-05,-167.016768,22.7486608,131.46529280000001,CASE-3,1190.1819657675,7.36394881784026,56.4405760220917,19.1028752353743,112.145911294982,958.786737014365,386.0,247399.0,2973.0
139200,100,20,15,11,276.84903,-1287139.3,10718.809,-1276420.5,337.7246,1.0096403,6.2489592e-05,-175.496096,20.6553024,133.23343680000002,CASE-3,1307.53586344385,0.0,59.3299785171432,10.3056405779854,132.781625353642,1006.34231475803,386.0,247449.0,2965.0
139800,100,20,15,11,276.60657,-1287152.5,10709.421,-1276443.1,441.84476,1.0320325,6.709165e-05,-179.72508800000003,36.4485904,108.39976,CASE-3,1308.38442286795,11.1515967016717,97.1374340478213,7.20094057406655,99.6790166617158,1019.49097010161,445.0,247158.0,3089.0
140400,100,20,15,11,276.68996,-1287164.1,10712.65,-1276451.5,468.19312,1.0102401,6.7993513e-05,-173.23876800000002,13.099884800000002,99.78374720000001,CASE-3,1200.32488303178,16.3142063129541,109.464995169411,12.2344040722511,119.135066321259,845.084745003363,434.0,246989.0,3359.0
141000,100,20,15,11,276.40508,-1287165.2,10701.62,-1276463.6,523.70353,0.97972184,6.9450959e-05,-185.44352,16.959523200000003,131.194712,CASE-3,1213.70544878747,30.8405261839304,74.7890963376301,5.69387954485874,43.9852586542884,970.342579750751,415.0,246409.0,3683.0
141600,100,20,15,11,276.56875,-1287185.0,10707.957,-1276477.1,385.20309,0.94095147,6.5115263e-05,-178.860464,9.900508960000002,141.1452176,CASE-3,1310.10149046145,37.7788916526359,82.6315339554148,0.0,103.452293337217,998.48907426974,397.0,246262.0,3905.0
142200,100,20,15,11,277.06763,-1287195.1,10727.272,-1276467.8,376.46693,0.95099649,6.5486814e-05,-179.960496,-11.01813696,129.11833280000002,CASE-3,1448.52718342218,38.8798080637283,47.899730644334,5.71142327070263,153.908521157356,1089.49866872254,403.0,246137.0,4049.0
142800,100,20,15,11,277.49544,-1287207.0,10743.836,-1276463.1,427.77558,0.85048394,6.8366066e-05,-147.92547199999998,-38.5007728,132.2422112,CASE-3,1536.38479017598,20.8802318033209,66.0394617531557,0.0,115.387677448083,1190.64879902831,388.0,246005.0,4036.0
143400,100,20,15,11,277.2589,-1287217.6,10734.678,-1276483.0,524.61671,0.75132191,7.2217192e-05,-176.710928,-26.1906496,114.49520319999999,CASE-3,1547.5661907714,21.0048416662652,45.1569592763843,0.0,140.980951433876,1229.34600008227,371.0,245936.0,4076.0
144000,100,20,15,11,277.09664,-1287214.4,10728.396,-1276486.0,493.11156,0.78836874,7.0922943e-05,-176.701728,-9.32790496,111.91832640000001,CASE-3,1560.14625457002,19.5551638633328,13.189768866208,0.0,116.960247073303,1290.43921967499,465.0,245884.0,3940.0
144600,100,20,15,11,277.26063,-1287233.5,10734.745,-1276498.7,381.56675,0.9292943,6.5600364e-05,-183.47094400000003,-2.19193392,122.98753440000002,CASE-3,1475.10665809678,84.7846752607661,44.3035267483023,0.0,99.1951621136732,1197.92929612119,441.0,246074.0,3904.0
145200,100,20,15,11,276.94344,-1287182.1,10722.464,-1276459.7,288.85891,0.93578222,5.9316336e-05,-171.230704,-3.45583696,141.3856944,CASE-3,1439.56602734775,40.2678601530847,32.888138117817,0.0,63.412902241597,1208.40947472048,407.0,246149.0,3896.0
145800,100,20,15,11,276.90924,-1287202.5,10721.14,-1276481.4,229.15595,0.87433713,5.468395e-05,-204.21275200000002,-41.1989888,141.8633312,CASE-3,1528.59777087701,7.3097300243088,37.4880464892427,7.37644114313328,72.1958286480236,1334.09880833172,397.0,246233.0,3904.0
146400,100,20,15,11,277.04731,-1287206.8,10726.486,-1276480.3,292.09314,0.86352001,5.9985675e-05,-211.84814400000002,-11.72154704,134.8838416,CASE-3,1447.78995145372,39.6540208724083,21.4933159598173,0.0,51.5136817483955,1247.07223575276,418.0,246242.0,3702.0
147000,100,20,15,11,276.94216,-1287203.0,10722.414,-1276480.6,474.71764,0.94425582,6.5760874e-05,-206.223312,-28.0078688,141.1421616,CASE-3,1494.42421586472,19.933069699644,27.9944598322401,0.0,45.4089284344619,1285.29980145628,423.0,246192.0,3510.0
147600,100,20,15,11,276.89733,-1287182.3,10720.679,-1276461.6,541.74181,0.9803493,7.2244532e-05,-189.90112,-4.43443168,112.6067216,CASE-3,1514.69330119319,14.1305196146389,9.55617133150959,0.0,60.6790335998839,1278.13970950666,439.0,246423.0,3288.0
148200,100,20,15,11,277.19168,-1287171.1,10732.075,-1276439.0,548.06,0.94762191,6.9847067e-05,-159.73088800000002,-34.566752,121.3054752,CASE-3,1413.93337410791,20.8594395565913,26.7092062187011,14.2170209890194,81.2561230030317,1185.3720953504,434.0,246614.0,3098.0
148800,100,20,15,11,277.50042,-1287174.6,10744.029,-1276430.6,306.60549,0.99032433,5.9390195e-05,-164.79572800000003,-5.4690502400000005,132.892912,CASE-3,1408.30979250415,28.6895787456154,38.8754423302985,0.0,79.6348749884369,1115.67934197732,432.0,246651.0,2975.0
149400,100,20,15,11,277.52021,-1287183.9,10744.795,-1276439.1,300.1864,0.94355731,5.7833574e-05,-199.11750400000003,25.5013216,122.76913760000001,CASE-3,1421.9252514506,22.2444332404286,34.9835961397479,0.0,91.117122585981,1204.08343863356,511.0,246623.0,2872.0
150000,100,20,15,11,277.1213,-1287166.2,10729.35,-1276436.8,339.02528,0.983991,6.0144157e-05,-206.729056,-11.1207992,136.1388528,CASE-3,1267.89717882052,55.7898258523995,25.9499849448102,3.82003496413329,87.8354638686878,1028.7871224746,471.0,246667.0,2842.0
150600,100,20,15,11,277.59273,-1287178.0,10747.603,-1276430.4,476.60549,0.99848578,6.510413e-05,-174.07976000000002,7.794521760000001,128.8006288,CASE-3,1367.98649384876,29.7484899312115,22.8683167263731,5.74039907440592,76.6233163710236,1179.49929327615,459.0,246639.0,2888.0
151200,100,20,15,11,277.22151,-1287177.3,10733.23,-1276444.1,563.1149,1.0463537,7.0372828e-05,-184.714864,-2.21210048,106.72086560000001,CASE-3,1276.01495226753,9.27961207157671,15.2145134441672,31.8643538789597,60.1656749141281,1121.3631613298,455.0,247057.0,2658.0
151800,100,20,15,11,277.37702,-1287173.6,10739.251,-1276434.4,495.44922,1.0049224,6.9309667e-05,-161.66428800000003,-6.95226112,136.502648,CASE-3,1150.80641979242,59.9351956753104,32.1575201754785,26.3100145871995,47.2857736636317,908.423561893582,447.0,246901.0,2727.0
152400,100,20,15,11,277.52555,-1287149.1,10745.002,-1276404.1,331.9525,0.96220545,6.4042153e-05,-171.751168,14.844588479999999,153.38187200000002,CASE-3,1119.34018094863,46.8919520299048,21.1164929980921,6.29141365930531,92.9942320666597,881.831416421932,431.0,247054.0,2671.0
153000,100,20,15,11,277.33158,-1287170.1,10737.492,-1276432.6,237.14437,1.0331837,5.8374371e-05,-150.9904288,2.31352736,128.42391840000002,CASE-3,1061.30870095704,57.7281149020045,47.9696144795144,7.45039148728114,95.716207774823,824.005722409762,404.0,247126.0,2718.0
153600,100,20,15,11,277.28543,-1287146.5,10735.705,-1276410.8,299.82012,0.99588022,5.9824098e-05,-193.495696,-26.370304,130.5461008,CASE-3,1028.26093988363,34.5406828736476,20.4822671206867,0.0,69.4024073730452,834.368349446841,495.0,247000.0,2807.0
154200,100,20,15,11,277.40178,-1287135.4,10740.209,-1276395.2,454.01069,0.95514641,6.7251736e-05,-169.935712,-34.6593488,104.03170720000001,CASE-3,990.026764871569,29.1342425006908,18.4584822519991,0.0,53.4671553440334,838.527883361858,448.0,247086.0,2928.0
154800,100,20,15,11,276.99054,-1287140.3,10724.288,-1276416.0,566.17244,0.93899898,7.3278601e-05,-180.831024,-13.605183199999999,141.56645120000002,CASE-3,1066.45468350329,21.9833103716258,32.9107427732456,9.86900735631719,71.0370757207527,910.295578475984,377.0,246907.0,3132.0
155400,100,20,15,11,277.24165,-1287140.6,10734.01,-1276406.6,540.86465,0.9304938,7.0149973e-05,-190.460528,21.6226656,134.06854719999998,CASE-3,1031.07363840825,25.6774896465661,4.40724611892216,0.0,49.7896558035967,903.652542292236,413.0,247032.0,2915.0
156000,100,20,15,11,277.50579,-1287107.1,10744.237,-1276362.8,441.41511,0.92459725,6.8742322e-05,-169.765824,-8.43336784,135.34696160000001,CASE-3,1042.53187960875,2.12301005044179,16.4526206351627,8.50525721707786,61.9868088606476,907.353961214774,417.0,247405.0,2734.0
156600,100,20,15,11,277.35343,-1287103.1,10738.338,-1276364.7,400.29043,0.87818689,6.2422866e-05,-157.1784512,17.8393936,138.7460528,CASE-3,1172.55252713425,15.1612815738055,16.589584836014,0.0,106.631265074775,982.679765419853,466.0,247298.0,2689.0
157200,100,20,15,11,277.90142,-1287099.7,10759.554,-1276340.1,203.27756,0.86077279,5.5089446e-05,-180.01736000000002,-39.62877760000001,131.461824,CASE-3,1028.55270260625,32.2427748477048,13.5313876136581,8.93080058110188,98.377088519455,854.121841469096,477.0,247407.0,2710.0
157800,100,20,15,11,277.51751,-1287107.5,10744.69,-1276362.8,151.51704,0.77561859,5.6176671e-05,-175.882432,-31.345140800000003,158.6917456,CASE-3,999.509562136679,15.851206273565,31.2294629948058,9.23875900063121,56.7508869969609,813.451384347204,471.0,247267.0,2788.0
158400,100,20,15,11,278.08726,-1287151.0,10766.749,-1276384.2,541.73186,0.75644576,7.077435e-05,-167.51160000000002,-3.8126430399999998,129.335272,CASE-3,970.425399962034,11.8506958958106,24.3432140121776,9.19643474773656,59.332865349544,823.703577155586,466.0,247186.0,2785.0
159000,100,20,15,11,277.87257,-1287174.3,10758.437,-1276415.8,540.94457,0.72708427,7.195894e-05,-155.67867520000001,-14.91614512,133.9287232,CASE-3,1011.52599745213,44.8561311553259,10.4444502713151,11.5209758285399,46.6405621029754,853.220438220356,493.0,246984.0,2718.0
159600,100,20,15,11,278.1238,-1287166.9,10768.164,-1276398.8,387.29637,0.76424854,6.5857888e-05,-148.6607376,-4.05091216,130.7458432,CASE-3,1129.21256995641,52.1577337069025,11.2150029716773,0.0,72.3572837261272,945.97659212853,432.0,246885.0,2773.0
160200,100,20,15,11,278.34945,-1287177.6,10776.901,-1276400.7,342.1821,0.78114189,6.1227642e-05,-172.60728,-32.620832,126.0994272,CASE-3,1201.89702191528,68.1309924614772,23.8205977975943,0.0,50.8066086899639,973.522745137224,395.0,246532.0,2792.0
160800,100,20,15,11,278.25875,-1287196.2,10773.389,-1276422.9,267.20408,0.83514533,5.7717177e-05,-182.18688,-22.8548096,125.3554512,CASE-3,1226.17334966655,51.4914490649422,4.06471174663795,0.0,39.9707883681942,1066.16624617947,486.0,246049.0,2997.0
161400,100,20,15,11,278.45406,-1287215.4,10780.951,-1276434.4,340.49211,0.91551594,6.0491851e-05,-177.39313600000003,-0.9991668000000001,103.5072336,CASE-3,1361.1979263515,20.6092547963572,14.4803996361446,0.0,80.8225407684384,1167.92345161486,435.0,245734.0,3204.0
162000,100,20,15,11,277.66011,-1287188.2,10750.211,-1276438.0,419.28802,0.93678877,6.5912879e-05,-171.978304,-29.2984224,90.4352544,CASE-3,1376.14107303492,49.6167066432856,36.5108978782356,0.0,39.3440709197751,1218.18833548194,448.0,245469.0,3496.0
162600,100,20,15,11,277.42792,-1287181.5,10741.222,-1276440.3,401.30745,0.98603025,6.4352273e-05,-137.004496,-30.0136128,98.3373024,CASE-3,1450.23512845592,36.3928262525193,37.937694736684,0.0,65.3379335705306,1271.66818962678,452.0,245132.0,3765.0
163200,100,20,15,11,277.92743,-1287198.4,10760.561,-1276437.9,254.36729,1.0126935,5.9447458e-05,-142.932072,-19.859915200000003,104.92889120000001,CASE-3,1317.48831179117,27.3604167323177,24.2261942052334,7.9036515712715,41.349287747086,1184.40159159319,500.0,244992.0,3820.0
163800,100,20,15,11,278.09668,-1287225.2,10767.114,-1276458.1,165.36888,0.92920214,5.4037767e-05,-180.121472,-34.3520528,108.35395679999999,CASE-3,1286.26874483933,8.58748561822285,12.4545128500973,20.8173152543535,41.2867813400102,1091.35713868203,444.0,244867.0,3940.0
164400,100,20,15,11,278.03452,-1287204.3,10764.708,-1276439.6,190.86909,0.96460473,5.5774345e-05,-179.29361600000001,-4.395671200000001,120.02396320000001,CASE-3,1507.55811716897,7.97329130765651,32.9129061931354,4.560253773306,69.9990770760416,1296.53732145767,398.0,244821.0,4019.0
165000,100,20,15,11,278.31025,-1287235.9,10775.383,-1276460.5,239.47716,0.97634253,6.0156595e-05,-186.97192,-29.814262400000004,115.85584960000001,CASE-3,1493.77657567013,6.38241315068657,33.8499808016883,14.3706508499286,42.8582458399926,1270.52652419007,444.0,244863.0,4048.0
165600,100,20,15,11,277.83961,-1287261.6,10757.161,-1276504.5,383.4197,1.0060087,6.4907478e-05,-193.77572800000002,-14.240159360000002,121.4794784,CASE-3,1481.73354118726,8.14832486032234,6.99934917091242,28.3821727781798,37.094140631136,1324.11959519986,496.0,244495.0,4288.0
166200,100,20,15,11,277.98277,-1287248.8,10762.704,-1276486.1,443.06127,0.97090027,6.7505284e-05,-173.664624,3.5539920000000005,95.06981760000001,CASE-3,1442.57778667882,17.7360952993358,0.0,8.46934966757371,29.1728176646427,1311.79934616162,505.0,244384.0,4425.0
166800,100,20,15,11,278.40266,-1287288.8,10778.961,-1276509.8,281.3683,0.92924053,5.8163336e-05,-170.347472,-3.76168032,141.3029344,CASE-3,1540.81420796194,20.8032975026628,6.59213718131024,7.89611796496326,30.2893767993444,1286.71789964828,447.0,244563.0,4342.0
167400,100,20,15,11,278.42658,-1287298.2,10779.887,-1276518.3,180.19228,1.0175415,5.4124739e-05,-214.44216000000003,8.43254576,112.1275504,CASE-3,1403.05259161891,47.5657930332071,10.7925553846394,0.0,4.43443765980604,1203.46846479272,461.0,244523.0,4217.0
168000,100,20,15,11,278.31529,-1287275.3,10775.578,-1276499.7,240.78137,1.0420806,5.9110437e-05,-179.094592,-28.8157536,128.1935632,CASE-3,1399.13840087199,11.9214839533433,23.4746956941121,13.6797453115549,36.9073455326763,1233.70326592792,479.0,244473.0,4134.0
168600,100,20,15,11,278.14938,-1287320.8,10769.155,-1276551.6,396.60968,1.0438353,6.5241637e-05,-164.010016,-19.613625600000002,113.87884480000001,CASE-3,1445.14018309913,18.6189235911405,34.6394858435747,6.08579419894805,55.4831919418922,1211.79415923393,397.0,244279.0,4388.0
169200,100,20,15,11,278.13406,-1287306.5,10768.562,-1276538.0,590.72249,1.0113852,7.2833451e-05,-140.738032,-19.835713600000002,106.2726672,CASE-3,1415.10443507713,41.6401891822068,16.8895826649266,6.52362353749291,41.6220790683355,1203.08711088386,424.0,244299.0,4372.0
169800,100,20,15,11,278.30951,-1287350.9,10775.354,-1276575.5,548.01293,0.9427085,7.0116554e-05,-155.4464528,-43.3023328,153.5758912,CASE-3,1500.76155573171,28.5675019538276,21.6810219013608,11.3892792490472,38.7718796959535,1328.30817754282,453.0,244478.0,4122.0
170400,100,20,15,11,277.62339,-1287352.8,10748.79,-1276604.0,273.36092,0.84116409,6.3438515e-05,-153.83016,-54.720952000000004,125.7225872,CASE-3,1534.69832088335,29.9219277876262,7.55894994192951,10.313773575146,65.07405393529,1331.74680831778,497.0,244283.0,4255.0
171000,100,20,15,11,278.11645,-1287392.5,10767.88,-1276624.6,135.30177,0.88278943,5.6613783e-05,-169.857776,-28.632764800000004,122.46250560000001,CASE-3,1551.46858214193,24.4680476858344,5.08275823113921,5.34179604859632,48.9578991235112,1374.55031024711,474.0,243942.0,4576.0
171600,100,20,15,11,278.1294,-1287361.3,10768.381,-1276593.0,1.8058891,0.926274,5.2208127e-05,-187.24867200000003,-28.989222400000003,121.3831232,CASE-3,1638.23205433268,31.6471288812769,13.627789636549,0.0,102.986531686265,1304.63199147674,443.0,243836.0,4645.0
172200,100,20,15,11,278.43192,-1287369.6,10780.094,-1276589.5,96.994924,0.93566518,5.7633346e-05,-214.849984,-27.142603200000003,124.01445280000002,CASE-3,1514.81058097947,54.220187336057,20.7153303003915,15.5537644713607,50.3943562750092,1305.49181449477,430.0,243761.0,4608.0
172800,100,20,15,11,277.76629,-1287355.4,10754.323,-1276601.0,159.76215,0.94717511,5.7132443e-05,-166.858944,-45.6094368,122.680496,CASE-3,1540.26027809589,21.7706125505669,22.0971681440038,7.37765904386207,93.3067395068069,1302.07110146826,520.0,243797.0,4525.0
173400,100,20,15,11,277.62394,-1287359.2,10748.811,-1276610.4,127.51018,0.93045715,5.7416788e-05,-197.456096,-18.877024000000002,138.3500928,CASE-3,1413.20654452291,27.4216377603656,2.82386037376038,29.9706061738899,95.1454260780958,1195.26178636818,473.0,243877.0,4552.0
174000,100,20,15,11,278.24297,-1287352.8,10772.778,-1276580.0,157.89899,0.90381109,5.710753e-05,-156.747272,-20.0219376,125.7836848,CASE-3,1362.59303445622,27.9127887220204,8.19099156437995,11.5252197940763,54.1126366197921,1117.46859899206,469.0,243769.0,4572.0
174600,100,20,15,11,278.19596,-1287366.2,10770.958,-1276595.3,156.86303,0.92165763,5.6768397e-05,-188.514592,-38.9330544,137.79779200000002,CASE-3,1384.6253290957,14.572855921192,29.7376079997743,16.9932915560878,72.1890264275022,1147.61885199732,528.0,243907.0,4501.0
175200,100,20,15,11,277.64514,-1287350.6,10749.632,-1276600.9,266.35699,0.95220889,6.0778646e-05,-187.128992,-24.169180800000003,133.8881328,CASE-3,1340.0252032245,27.2589467429505,39.8045570863321,23.623184036583,76.5816279451657,1105.77754307696,471.0,243879.0,4532.0
175800,100,20,15,11,278.29584,-1287371.0,10774.825,-1276596.1,406.76178,0.95754772,6.6835638e-05,-170.55464,-39.1431872,120.64707040000002,CASE-3,1396.20558279736,35.720244986999,2.92994536981642,32.0262452028965,91.7172614666293,1178.56489479718,527.0,243441.0,4699.0
176400,100,20,15,11,277.60776,-1287383.0,10748.185,-1276634.8,572.67849,0.87359392,7.5060306e-05,-157.972936,-26.555232000000004,118.88875840000001,CASE-3,1361.44851303715,17.7210082819055,4.97135547751932,26.981665490277,93.0434552922258,1168.73543809934,483.0,243148.0,4936.0
177000,100,20,15,11,277.16616,-1287349.8,10731.087,-1276618.7,625.9774,0.78832049,7.4394154e-05,-168.953712,-26.712504000000003,137.54421920000001,CASE-3,1401.30427043744,7.26458425704598,0.0,9.60191839180108,83.5468014371177,1157.5376476039,431.0,242966.0,5260.0
177600,100,20,15,11,277.5067,-1287329.0,10744.272,-1276584.7,444.0659,0.78261322,6.7759163e-05,-160.99644800000002,-23.226833600000003,152.315616,CASE-3,1489.98460474968,18.5626449209521,5.17420720744206,13.4666158048636,111.557110997247,1245.73600220283,525.0,242897.0,5358.0
178200,100,20,15,11,277.27893,-1287323.9,10735.453,-1276588.4,142.11756,0.856365,5.8643925e-05,-175.136128,-38.8080928,138.0206592,CASE-3,1456.19850274405,24.4533173556422,7.58284709885352,13.674959143413,109.140785367341,1202.53456739812,463.0,242780.0,5568.0
178800,100,20,15,11,277.26288,-1287286.7,10734.832,-1276551.9,-38.734146,0.93967315,5.0414792e-05,-178.272624,-18.2954432,103.590624,CASE-3,1383.62255110342,36.2674075471775,18.8597653310072,25.3970859523505,92.6629100639014,1135.931683789,480.0,242792.0,5539.0
179400,100,20,15,11,277.04587,-1287308.0,10726.43,-1276581.5,-189.98921,0.91583649,4.6660691e-05,-193.55776000000003,3.9806534399999998,112.71439040000001,CASE-3,1442.575958818,15.599955612904,24.5480295629333,16.9290378145132,106.636892833871,1210.09297494151,511.0,242745.0,5283.0
