Timestep1and2,Number of particle,Composition,Temperature,Strain rate input,Strain,Stress,Total energy,Von Mises stress,CaseID,Total dislocation length,Dislocation length.1/2<110>,Dislocation length.1/3<100>,Dislocation length.1/3<111>,Dislocation length.1/6<110>,Dislocation length.1/6<112>,BCC phase,FCC phase,HCP phase
102600,35.0,11.0,300.81996,1000000000.0,0.2052,3.5438579,-1218397.5,3.6339537,CASE7,11806.3392523611,179.74550361676,240.826382560894,51.4974827849847,1735.52980938052,8778.85962816327,1778.0,204590.0,25659.0
103200,35.0,11.0,300.65604,1000000000.0,0.2064,3.5293583,-1218403.8,3.5585241,CASE7,12124.2889256884,139.752536507687,238.828171442887,58.7947704235818,1953.35256218785,9035.99136065203,1831.0,203958.0,26494.0
103800,35.0,11.0,301.38924,1000000000.0,0.2076,3.4057683,-1218496.9,3.5006187,CASE7,11853.4457653848,221.232092575672,251.027071594117,140.570545687113,1707.51903035244,8957.38049555083,1847.0,204878.0,25467.0
104400,35.0,11.0,300.87282,1000000000.0,0.2088,3.2807885,-1218585.1,3.4057722,CASE7,11972.1023310439,246.43558523299,334.767234093116,101.879244927663,1593.61005879775,9113.342203329321,1783.0,206005.0,24391.0
105000,35.0,11.0,301.03762,1000000000.0,0.21,3.1265226,-1218690.3,3.2937692,CASE7,11789.2942035216,200.364688909097,412.865808887523,108.514376363522,1574.51797942706,8873.1474108476,1674.0,206312.0,23948.0
105600,35.0,11.0,300.38048,1000000000.0,0.2112,3.0343887,-1218783.3,3.2666187,CASE7,11764.2832047965,176.045763803259,410.733581831059,89.8112137976723,1531.63434342936,8812.84043882454,1797.0,206774.0,23493.0
106200,35.0,11.0,301.28934,1000000000.0,0.2124,2.9228708,-1218899.9,3.1848932,CASE7,11742.9384575443,210.077118994073,398.716531412682,104.56561692694,1605.56800099396,8691.59914644735,1724.0,207472.0,22828.0
106800,35.0,11.0,301.09445,1000000000.0,0.2136,2.792524,-1218941.4,2.9857103,CASE7,12177.1753301858,150.944279706694,621.075571621044,103.579831912232,1741.30547703343,8905.87067428892,1585.0,207612.0,22749.0
107400,35.0,11.0,301.13027,1000000000.0,0.2148,2.7235461,-1219046.1,2.8932599,CASE7,11358.0357209817,163.149618647998,580.076719840843,120.04905967669,1451.93282093138,8294.73493777438,1512.0,208531.0,22103.0
108000,35.0,11.0,301.40815,1000000000.0,0.216,2.7323671,-1219184.7,2.8788614,CASE7,11598.449469689,182.880001658085,425.130132637611,131.716460030502,1602.12640499585,8613.7384213082,1549.0,209045.0,21710.0
108600,35.0,11.0,301.30712,1000000000.0,0.2172,2.7250672,-1219326.6,2.8652601,CASE7,11486.1193151478,219.401041778827,374.826892828255,112.930930432898,1565.88992819913,8550.21578756636,1556.0,210011.0,20987.0
109200,35.0,11.0,300.66379,1000000000.0,0.2184,2.72654,-1219425.2,2.8073403,CASE7,10807.6120872755,226.33696872004,334.413908412072,93.8094455160314,1437.12697623192,7998.49041769927,1349.0,210468.0,21084.0
109800,35.0,11.0,301.15789,1000000000.0,0.2196,2.7348575,-1219476.1,2.7994219,CASE7,11126.8119843816,137.301148737196,451.781351979634,100.483244970374,1693.23158618767,7974.27050417492,1337.0,211014.0,20628.0
110400,35.0,11.0,300.87945,1000000000.0,0.2208,2.794437,-1219547.1,2.849543,CASE7,10928.6456812871,146.63677217322,397.624403906725,59.75080428655,1628.07119008731,7902.42738447419,1341.0,211553.0,20125.0
111000,35.0,11.0,300.53641,1000000000.0,0.222,2.8337647,-1219548.6,2.8954059,CASE7,10920.2723453734,158.467167284636,335.241929497814,88.6107497260895,1665.43680218765,7883.95975274457,1401.0,212712.0,19179.0
111600,35.0,11.0,300.52572,1000000000.0,0.2232,2.8051128,-1219539.1,2.8874573,CASE7,11012.508633384,218.02352572757,407.025802304088,79.5478390434555,1803.22359130695,8030.32447307642,1343.0,212871.0,18689.0
112200,35.0,11.0,301.27955,1000000000.0,0.2244,2.8469698,-1219590.0,2.9237723,CASE7,11659.5107453487,132.574134666694,368.622094719382,69.0437894795615,1755.0535659595,8791.46870846835,1338.0,213633.0,18112.0
112800,35.0,11.0,300.58029,1000000000.0,0.2256,2.8634432,-1219576.1,2.9542257,CASE7,11230.0899259599,163.909405797916,201.588444331675,138.828277848934,1625.75628526337,8448.51921213458,1438.0,213571.0,17857.0
113400,35.0,11.0,300.97568,1000000000.0,0.2268,2.9252315,-1219590.6,2.9801141,CASE7,11448.9550458804,189.084343130128,256.030335237169,139.393201310707,1589.36427690084,8638.64835456675,1362.0,213984.0,17796.0
114000,35.0,11.0,300.51349,1000000000.0,0.228,2.9517517,-1219604.3,3.0431347,CASE7,11369.8880215385,158.993789968783,352.269491214148,91.6873218203015,1599.56130290653,8520.67262948643,1397.0,214275.0,17415.0
114600,35.0,11.0,300.94671,1000000000.0,0.2292,2.9866859,-1219601.7,3.0341421,CASE7,11003.6048558791,190.895395315389,326.278086796084,83.5902055406681,1571.07601082414,8204.92290072808,1353.0,215106.0,16289.0
115200,35.0,11.0,300.93502,1000000000.0,0.2304,2.9739233,-1219695.1,3.0093218,CASE7,11358.7720542285,226.477284615598,238.765723673078,134.574279741269,1691.81049607887,8433.77511232887,1468.0,216480.0,15183.0
115800,35.0,11.0,300.4272,1000000000.0,0.2316,3.0404426,-1219689.3,3.0595028,CASE7,11356.6922043754,260.131827304515,287.673643117482,81.9936161159886,1734.80958007485,8502.2198382042,1429.0,217256.0,14677.0
116400,35.0,11.0,300.35472,1000000000.0,0.2328,3.0736147,-1219660.8,3.1160108,CASE7,10924.4076480696,160.700207517919,219.075756227431,112.027610417569,1747.48473433228,8118.73428704961,1436.0,216976.0,14795.0
117000,35.0,11.0,300.86701,1000000000.0,0.234,3.1235249,-1219670.5,3.1217932,CASE7,11074.7959603774,182.665354976228,242.242338972388,130.853648628316,1758.75596528276,8326.404842071,1401.0,217255.0,14324.0
117600,35.0,11.0,301.40001,1000000000.0,0.2352,3.1316963,-1219716.4,3.1596587,CASE7,11161.7292707799,192.188601260052,251.819395733738,127.196223224358,1825.31835512197,8245.12629687912,1408.0,217707.0,14007.0
118200,35.0,11.0,301.60815,1000000000.0,0.2364,3.0839007,-1219752.2,3.1221314,CASE7,11179.0592036737,204.933017388459,225.876784712812,133.444042402234,1797.0819316441,8306.69214313961,1423.0,216805.0,14799.0
118800,35.0,11.0,300.88952,1000000000.0,0.2376,3.0506997,-1219789.2,3.0786329,CASE7,11449.8711436817,179.919823735824,227.457322522996,100.002413226408,1885.25187226926,8567.14277117573,1464.0,216470.0,14873.0
119400,35.0,11.0,300.18471,1000000000.0,0.2388,3.1113781,-1219762.5,3.1253257,CASE7,11210.1305356036,184.191889503728,193.932352847445,96.033402991274,1829.03805933025,8323.49183873651,1425.0,216538.0,14797.0
120000,35.0,11.0,300.69946,1000000000.0,0.24,3.1822696,-1219688.4,3.1933348,CASE7,11136.6268965658,157.171957762417,197.575020459909,137.339717354438,1825.18330745482,8199.67805435905,1385.0,216938.0,14742.0
120600,35.0,11.0,300.57089,1000000000.0,0.2412,3.2143623,-1219710.0,3.2146382,CASE7,11143.039886901,218.578286030674,229.333274011086,109.065679819806,1778.11374875638,8330.2843771997,1492.0,216286.0,15184.0
121200,35.0,11.0,301.03779,1000000000.0,0.2424,3.2722984,-1219658.6,3.253774,CASE7,11329.3275014466,212.463758221332,232.58276687597,120.487392787413,1818.76589039139,8387.86499612493,1528.0,215973.0,15098.0
121800,35.0,11.0,301.4432,1000000000.0,0.2436,3.3381155,-1219585.8,3.2996149,CASE7,11521.4027275994,206.239979039551,231.133673056128,99.1960138556011,1879.52400488977,8501.01056292665,1547.0,215637.0,15594.0
122400,35.0,11.0,300.71998,1000000000.0,0.2448,3.3911121,-1219514.9,3.3289634,CASE7,11615.3023062254,209.223857156333,259.792225150424,124.756422527049,1957.90705158646,8506.59007897777,1526.0,215068.0,15949.0
123000,35.0,11.0,300.77774,1000000000.0,0.246,3.4621595,-1219501.7,3.3902533,CASE7,11348.5105838455,206.368535313126,167.351878609244,161.121498118599,1871.01423330899,8456.39747433061,1588.0,215160.0,15959.0
123600,35.0,11.0,300.40852,1000000000.0,0.2472,3.4872504,-1219496.7,3.4103614,CASE7,11538.120827924,166.859912065141,239.512116442354,166.1410725721,1800.59307610047,8538.45395951336,1607.0,214247.0,16587.0
124200,35.0,11.0,300.36843,1000000000.0,0.2484,3.4738255,-1219477.7,3.3867521,CASE7,11322.3051999101,213.148313295895,244.820510408157,154.021985639993,1834.6878213578,8337.69982073643,1682.0,214043.0,16483.0
124800,35.0,11.0,301.40228,1000000000.0,0.2496,3.5109972,-1219438.8,3.4116183,CASE7,11784.3661768587,240.506108231077,344.476100934969,160.343441178445,1926.62855939062,8696.7477224691,1739.0,213731.0,16854.0
125400,35.0,11.0,300.02818,1000000000.0,0.2508,3.5573135,-1219432.5,3.4374704,CASE7,11911.4343342434,234.915410520251,310.228988654155,114.841396621422,1812.01887081595,8750.40781554735,1721.0,212749.0,17636.0
126000,35.0,11.0,300.87959,1000000000.0,0.252,3.583343,-1219398.4,3.4470393,CASE7,11754.9634520318,263.501932602956,200.633791944023,140.767119317799,1791.92907020802,8865.10037540106,1763.0,212187.0,18008.0
126600,35.0,11.0,301.45216,1000000000.0,0.2532,3.5847186,-1219387.4,3.4174138,CASE7,11537.6873392688,238.1629942856,330.159226328805,129.983163898726,1615.90253776114,8773.13870977946,1722.0,211565.0,18649.0
127200,35.0,11.0,300.98865,1000000000.0,0.2544,3.5731411,-1219440.4,3.4119656,CASE7,12076.1793906324,217.396205763078,345.690078463662,104.16508573685,1684.64500277178,9269.12088608577,1782.0,210638.0,19494.0
127800,35.0,11.0,300.66371,1000000000.0,0.2556,3.4780689,-1219462.6,3.3507275,CASE7,12050.5807497047,237.831185534896,383.828658016755,135.132203683649,1621.09347183273,9280.90046646909,1830.0,208685.0,21019.0
128400,35.0,11.0,301.15644,1000000000.0,0.2568,3.3416634,-1219511.0,3.2084837,CASE7,12148.2770321732,236.118042147312,373.558581926596,139.53064334535,1513.04189959849,9352.01450296066,1914.0,205961.0,23451.0
129000,35.0,11.0,301.64633,1000000000.0,0.258,3.2671306,-1219523.6,3.1227015,CASE7,12669.7650696828,253.783692955911,433.83535114215,146.332547571878,1448.58972851907,9640.29820278559,1827.0,203900.0,25388.0
129600,35.0,11.0,301.39719,1000000000.0,0.2592,3.16889,-1219599.8,3.0493226,CASE7,11821.8414695088,157.901451016096,461.683438663447,180.003699440113,1467.36283787342,8772.26764237753,1667.0,202892.0,26924.0
130200,35.0,11.0,301.55661,1000000000.0,0.2604,3.1168364,-1219657.5,3.0426387,CASE7,12506.4911169674,189.373930492268,588.473934037905,151.517201821334,1612.22575702887,9293.4481063838,1738.0,202166.0,27327.0
130800,35.0,11.0,301.72317,1000000000.0,0.2616,3.1159431,-1219655.0,3.0430168,CASE7,13056.2899467567,168.584965638868,612.29583066762,104.793282833725,1643.47039205433,9843.8580951543,1794.0,202124.0,27103.0
131400,35.0,11.0,301.01821,1000000000.0,0.2628,3.1450173,-1219692.0,3.0646086,CASE7,12839.7204357432,148.063190996652,539.612771211867,118.716029311736,1569.94435206934,9713.11101779015,1773.0,203012.0,26380.0
132000,35.0,11.0,301.19496,1000000000.0,0.264,3.0732427,-1219747.6,3.0343927,CASE7,12713.9243383771,172.495971008716,537.307302756949,80.5691598776223,1490.00056744932,9597.79699674641,1846.0,203842.0,25347.0
132600,35.0,11.0,300.92224,1000000000.0,0.2652,3.058156,-1219769.6,3.0053983,CASE7,12609.1486608038,200.493383482231,489.909916749788,68.3522405028852,1316.47895802228,9696.02534133888,1732.0,204325.0,24813.0
133200,35.0,11.0,300.46229,1000000000.0,0.2664,2.9889479,-1219825.3,2.9310091,CASE7,11814.8759085838,144.409258543538,512.696275651041,68.5115273106176,1550.96852870777,8929.19111177654,1607.0,204924.0,24482.0
133800,35.0,11.0,300.85287,1000000000.0,0.2676,3.025675,-1219859.0,2.94767,CASE7,12012.9487191491,185.650194605475,518.222314223562,70.653235767309,1631.66143075868,9114.64481261359,1641.0,205209.0,24166.0
134400,35.0,11.0,300.26457,1000000000.0,0.2688,3.0190507,-1219920.4,2.9101665,CASE7,12002.9887018589,210.687590341331,426.56143886545,57.2610747487731,1655.26683016792,9033.21199644704,1627.0,205964.0,23303.0
135000,35.0,11.0,301.39435,1000000000.0,0.27,2.9468989,-1219993.4,2.8751169,CASE7,11802.7730974177,236.163811961376,368.970550993269,101.381854226322,1504.24057255552,9097.59308801088,1601.0,207937.0,21360.0
135600,35.0,11.0,301.36,1000000000.0,0.2712,2.9427313,-1220060.0,2.8743772,CASE7,11644.5714923633,264.792976791297,419.763136469824,80.3924401017975,1384.35452577736,8888.7949531465,1508.0,209379.0,20192.0
136200,35.0,11.0,300.63603,1000000000.0,0.2724,2.9153519,-1220121.0,2.8731307,CASE7,11788.3350202124,183.020764488155,387.32839920064,77.1287802125389,1465.49841943368,9101.9246343004,1570.0,210349.0,19391.0
136800,35.0,11.0,301.25492,1000000000.0,0.2736,2.9151424,-1220222.3,2.8191968,CASE7,11617.2730489065,182.63079700966,417.362465897593,34.8860387914636,1413.16217831134,8984.04413218814,1421.0,211192.0,18745.0
137400,35.0,11.0,301.48577,1000000000.0,0.2748,2.9015512,-1220268.7,2.7975957,CASE7,11361.8022003929,234.616976530912,394.186556101026,73.2477774946857,1422.31062639376,8858.46322150368,1510.0,212522.0,17636.0
138000,35.0,11.0,301.29518,1000000000.0,0.276,2.8920385,-1220262.2,2.8222705,CASE7,10741.7391792431,215.770915040965,431.090939022903,72.8713863064509,1416.13164916569,8162.33615125462,1378.0,213392.0,17168.0
138600,35.0,11.0,301.1309,1000000000.0,0.2772,2.9080787,-1220336.6,2.7797362,CASE7,10813.8739158019,208.464660066176,457.080439979174,94.0729682297248,1509.17360703158,8157.64204297484,1351.0,213840.0,16847.0
139200,35.0,11.0,300.33019,1000000000.0,0.2784,2.9099917,-1220362.3,2.7790648,CASE7,10708.0687446039,233.084432665297,450.45616471674,89.1423564156141,1480.59398145709,8029.72748269743,1356.0,214593.0,16484.0
139800,35.0,11.0,300.49956,1000000000.0,0.2796,2.8973066,-1220359.3,2.8260462,CASE7,11003.5826497279,219.317625343161,460.619455410671,148.545005438534,1588.37306765386,8176.57426961632,1434.0,215182.0,16006.0
140400,35.0,11.0,300.63963,1000000000.0,0.2808,2.8956294,-1220373.8,2.8534641,CASE7,10488.5977460626,223.203628339857,487.622428033006,108.946704030343,1357.82725577276,7807.24899049511,1365.0,216219.0,15015.0
141000,35.0,11.0,301.17317,1000000000.0,0.282,2.9130156,-1220429.0,2.8904425,CASE7,10520.6590413108,243.064261506336,398.919035551848,116.175752035127,1371.43631229881,7893.61743550906,1387.0,216999.0,14438.0
141600,35.0,11.0,301.08538,1000000000.0,0.2832,2.9635797,-1220353.0,2.9496439,CASE7,10394.2790274533,240.602308371705,483.279942408375,117.458096906808,1617.97695083763,7536.79379136721,1379.0,217608.0,13684.0
142200,35.0,11.0,301.28031,1000000000.0,0.2844,3.0257523,-1220409.9,2.9882688,CASE7,10110.8377987986,200.041396966439,371.687644328512,144.491312623152,1490.63264610993,7496.55777892465,1405.0,218641.0,12992.0
142800,35.0,11.0,301.35341,1000000000.0,0.2856,3.0795675,-1220357.4,3.0468406,CASE7,9940.5319383918,210.255899517263,404.446304666979,74.2747622107969,1441.4975060128,7357.72227255716,1399.0,218561.0,13251.0
143400,35.0,11.0,301.03381,1000000000.0,0.2868,3.1450842,-1220395.1,3.1321629,CASE7,10278.4522377643,177.025698073893,353.75708102372,95.9995900504518,1547.39142446574,7742.14689649738,1327.0,218862.0,12918.0
144000,35.0,11.0,300.95591,1000000000.0,0.288,3.2149427,-1220393.3,3.1445689,CASE7,10285.9626536413,257.048911218187,279.129359965159,128.769870440822,1658.88553610503,7666.82710920073,1413.0,219060.0,12744.0
144600,35.0,11.0,300.36406,1000000000.0,0.2892,3.2668549,-1220414.7,3.2154708,CASE7,10073.0034214366,239.185503502193,284.041465274734,99.5889485911175,1544.19533839134,7495.29809196189,1376.0,218969.0,12711.0
145200,35.0,11.0,300.59943,1000000000.0,0.2904,3.3156413,-1220350.8,3.2642607,CASE7,10081.1486495638,186.807496577556,233.713585763429,98.3553443011359,1559.03424105908,7564.57218182842,1321.0,219035.0,12765.0
145800,35.0,11.0,300.73341,1000000000.0,0.2916,3.3561546,-1220320.3,3.3103466,CASE7,10116.6272533984,289.137639323427,221.457336185865,94.3187477158085,1561.23283639576,7519.55079575915,1404.0,218466.0,13194.0
146400,35.0,11.0,300.38345,1000000000.0,0.2928,3.4182074,-1220263.8,3.3893424,CASE7,10206.8234532578,243.824203165776,277.757230921463,83.8293828405758,1542.818568399,7594.38623716112,1483.0,218331.0,13073.0
147000,35.0,11.0,300.66575,1000000000.0,0.294,3.4587651,-1220210.5,3.4314283,CASE7,10707.370059468,268.266472562704,311.194892352566,58.8805499082301,1803.21622806271,7902.49459656065,1450.0,218087.0,13084.0
147600,35.0,11.0,300.92392,1000000000.0,0.2952,3.5282697,-1220196.9,3.4543078,CASE7,10244.1913240214,297.950736802353,251.885655574445,113.781547654211,1710.80238295782,7520.08827820955,1452.0,217979.0,13179.0
148200,35.0,11.0,300.63589,1000000000.0,0.2964,3.5445149,-1220177.8,3.5104056,CASE7,10221.7852252112,240.080394121904,238.987325661772,106.01664357563,1848.0710752669,7322.68749626967,1517.0,217634.0,13594.0
148800,35.0,11.0,300.32525,1000000000.0,0.2976,3.5780449,-1220098.2,3.5060969,CASE7,10359.8907306199,267.669778226904,253.047390376576,103.415996639452,1731.50502740689,7616.56935363856,1603.0,216995.0,14077.0
149400,35.0,11.0,300.88212,1000000000.0,0.2988,3.6200166,-1220090.4,3.5333067,CASE7,10722.2245308562,206.611567882565,236.614664282469,101.534604365764,1645.0422257507,8026.57596839361,1645.0,215898.0,14994.0
150000,35.0,11.0,300888518,1000000000.0,0.3,3.6203767,-1220100.5,3.5434666,CASE7,10732.7028010112,221.203790700468,253.381032346447,84.0530431665754,1660.38681428138,8092.918409228,1658.0,214011.0,16454.0
150600,35.0,11.0,301.50924,1000000000.0,0.3012,3.6011416,-1220050.4,3.583765,CASE7,11403.8116324256,255.154159260981,249.700639315895,84.9709874961096,1767.91048305279,8534.68556770468,1687.0,212918.0,17399.0
151200,35.0,11.0,300.55156,1000000000.0,0.3024,3.5773206,-1220011.7,3.5458528,CASE7,11169.8054061495,242.601963368781,264.179344587563,127.261133248844,1705.01634654633,8458.94610139785,1768.0,211564.0,18631.0
151800,35.0,11.0,300.89614,1000000000.0,0.3036,3.577761,-1219968.0,3.5520378,CASE7,11302.5381212989,268.850371751535,291.526038301514,96.7298247237529,1670.99434248127,8394.54948227264,1702.0,210013.0,19917.0
152400,35.0,11.0,300.77969,1000000000.0,0.3048,3.5553528,-1219983.5,3.5043785,CASE7,11605.584460463,225.763781196571,290.743499007404,93.409988819993,1759.98914104441,8707.83472245476,1802.0,208646.0,20958.0
153000,35.0,11.0,300.60851,1000000000.0,0.306,3.5120809,-1220015.2,3.4426754,CASE7,12186.4265815549,190.669691041871,337.195477826969,71.1802319135228,1644.02665188948,9384.09002940872,1874.0,207259.0,21975.0
153600,35.0,11.0,300.79081,1000000000.0,0.3072,3.3834181,-1220059.7,3.3182367,CASE7,11996.3719520685,170.284476850015,396.267413925597,68.1294351714549,1617.49171978018,9073.90331821932,1955.0,204726.0,24294.0
154200,35.0,11.0,301.14068,1000000000.0,0.3084,3.3219605,-1220098.4,3.2202261,CASE7,12540.6807124288,203.475283999599,371.561000048921,106.388477971979,1695.75137675202,9463.90436883981,1859.0,203824.0,25418.0
154800,35.0,11.0,301.22533,1000000000.0,0.3096,3.2944852,-1220078.9,3.2083757,CASE7,12429.5811338095,249.637497175421,342.113532760568,75.4994108894185,1545.60626909576,9439.28269172411,1868.0,203471.0,25437.0
155400,35.0,11.0,301.4054,1000000000.0,0.3108,3.3023882,-1220097.0,3.2228374,CASE7,12145.5791023106,225.385429698885,357.216406910786,95.3457750977705,1523.00883887838,9345.40521934732,1841.0,203687.0,25606.0
156000,35.0,11.0,300.93587,1000000000.0,0.312,3.3284596,-1220102.1,3.2102247,CASE7,12363.6508202011,265.732889999204,306.7111011385,104.402294636354,1401.13573090319,9568.08415324285,1848.0,203280.0,26129.0
156600,35.0,11.0,300.83969,1000000000.0,0.3132,3.342174,-1220150.5,3.212641,CASE7,12301.9422479443,277.221870836638,410.702593388202,104.198304462335,1480.6425918199,9213.79887262031,1822.0,203017.0,25956.0
157200,35.0,11.0,300.56937,1000000000.0,0.3144,3.3782745,-1220124.4,3.2585175,CASE7,12667.6769762392,337.707216178851,461.08026930164,100.211545218053,1651.86332317071,9581.71835829107,1841.0,203025.0,26025.0
157800,35.0,11.0,300.27309,1000000000.0,0.3156,3.3947558,-1220136.8,3.2556094,CASE7,12744.9415238477,231.942995504193,412.054304130801,68.7097678345258,1570.67192875833,9729.07654385679,1859.0,202836.0,25956.0
158400,35.0,11.0,301.06164,1000000000.0,0.3168,3.3751749,-1220111.1,3.2729712,CASE7,12565.5634684776,220.476235708492,330.250028094504,53.0067645473066,1599.28762136288,9645.82120935173,1839.0,202463.0,26102.0
159000,35.0,11.0,301.12155,1000000000.0,0.318,3.2898407,-1220150.1,3.2161302,CASE7,12894.5007235895,191.775020549838,423.229648607376,44.5303176906374,1698.93532385338,10048.8142983387,1965.0,201351.0,27234.0
159600,35.0,11.0,300.90279,1000000000.0,0.3192,3.2124923,-1220160.7,3.1064826,CASE7,12845.8318447158,295.43890872027,460.216972412633,52.3427853892612,1591.80572429394,9984.54199486774,1866.0,200398.0,27685.0
160200,35.0,11.0,301.09463,1000000000.0,0.3204,3.17558,-1220183.7,3.0641557,CASE7,13018.6701258753,326.115121389558,484.751460767885,59.7525771023255,1494.53215218987,10008.4404457466,1698.0,201464.0,26469.0
160800,35.0,11.0,300.10578,1000000000.0,0.3216,3.112784,-1220190.8,3.0763427,CASE7,13137.4423557161,212.467917557631,539.110688770963,68.4030272673247,1585.55226162242,10099.863771637,1681.0,203620.0,24421.0
161400,35.0,11.0,300.33514,1000000000.0,0.3228,3.0433596,-1220175.4,3.059541,CASE7,12703.8966667184,270.02082414434,414.259172589925,82.5350450759713,1453.81052825437,10005.4988859102,1684.0,204649.0,23203.0
162000,35.0,11.0,300.39872,1000000000.0,0.324,3.0607925,-1220221.6,3.0934891,CASE7,12882.4661376908,204.996834443609,438.011577269664,88.402229967728,1547.58686089448,10078.3469795932,1658.0,204845.0,23258.0
162600,35.0,11.0,301.39666,1000000000.0,0.3252,3.092465,-1220234.9,3.1202204,CASE7,12991.7413622324,221.108131234143,377.522088213468,69.4553707946852,1586.81245832006,10173.2180094843,1751.0,204309.0,23444.0
163200,35.0,11.0,300.69191,1000000000.0,0.3264,3.1278961,-1220252.2,3.1531968,CASE7,12707.3384508567,175.030460320783,476.255510883555,102.062144803297,1656.46518165584,9713.20731804972,1700.0,204918.0,23119.0
163800,35.0,11.0,301.11004,1000000000.0,0.3276,3.1571181,-1220285.9,3.2055784,CASE7,12401.0106735273,316.714765835445,314.70045221039,88.5633570139998,1572.84382191316,9502.72382492308,1784.0,205981.0,22136.0
164400,35.0,11.0,300.27678,1000000000.0,0.3288,3.1695599,-1220238.1,3.2219878,CASE7,13044.1306318741,261.537717061679,323.482204622345,114.811301387969,1756.22299626071,10044.3467026401,1804.0,206173.0,21776.0
165000,35.0,11.0,300.79334,1000000000.0,0.33,3.2233187,-1220252.9,3.2585325,CASE7,12522.0960469416,193.650147362161,337.956684223038,76.0091691360626,1573.83699326144,9736.49574422033,1766.0,206255.0,21717.0
165600,35.0,11.0,300.98632,1000000000.0,0.3312,3.2354081,-1220196.6,3.2297297,CASE7,12434.4010318091,265.921856365375,338.287623388778,53.3342597474899,1573.67760917821,9786.05286663907,1860.0,206702.0,20894.0
166200,35.0,11.0,300.4738,1000000000.0,0.3324,3.2987435,-1220182.2,3.3076321,CASE7,12418.8825461546,271.135724358807,291.855824116158,59.0145251985156,1570.66327641651,9804.47355687642,1844.0,206943.0,20794.0
166800,35.0,11.0,300.74581,1000000000.0,0.3336,3.3410586,-1220140.5,3.3817842,CASE7,12549.0877285676,255.173474021903,333.034280353174,79.1151767929586,1613.40440488327,9813.28109101073,1850.0,207153.0,20519.0
167400,35.0,11.0,300.48572,1000000000.0,0.3348,3.3749486,-1220138.3,3.3822376,CASE7,12488.9062564734,281.55829273116,247.294889163433,100.939836668849,1584.48597792877,9792.32159728891,1874.0,206843.0,20578.0
168000,35.0,11.0,300.96738,1000000000.0,0.336,3.4146506,-1220087.8,3.4077226,CASE7,12490.9531332149,319.028291873622,274.605171009851,70.311024144997,1630.28433891981,9904.98788950844,1879.0,206810.0,20380.0
168600,35.0,11.0,301.03369,1000000000.0,0.3372,3.4187883,-1220101.9,3.4691808,CASE7,12728.1966497116,263.616900123183,304.154025019168,53.2639563862893,1449.48258228995,10054.9740304813,1940.0,206380.0,20945.0
169200,35.0,11.0,301.09351,1000000000.0,0.3384,3.4784892,-1220093.6,3.4726459,CASE7,12872.0984032893,344.123029616098,236.508972938137,52.8328243894437,1629.65085495483,10169.1424482807,1934.0,206206.0,21149.0
169800,35.0,11.0,301.39197,1000000000.0,0.3396,3.4705636,-1220100.6,3.4850708,CASE7,13052.8437715816,382.041674717229,262.952708686376,73.0398207855327,1622.53299485865,10192.748495699,1867.0,206769.0,20633.0
170400,35.0,11.0,299.96324,1000000000.0,0.3408,3.4858345,-1220054.8,3.4974034,CASE7,13497.2371945654,319.41833804849,230.227286604751,102.416353220287,1634.92283121126,10601.6752158404,1912.0,206611.0,20271.0
171000,35.0,11.0,300.26666,1000000000.0,0.342,3.4753693,-1220060.7,3.4529953,CASE7,13441.5400560597,313.477326549989,301.926964570199,101.270788962478,1727.57720561574,10460.3285447761,1869.0,206376.0,20613.0
171600,35.0,11.0,300.63563,1000000000.0,0.3432,3.4412817,-1220112.7,3.4224675,CASE7,13601.0263552525,301.401047459038,309.477992456689,78.8020290405748,1713.89423802264,10408.749339749,2098.0,206304.0,20693.0
172200,35.0,11.0,300.23075,1000000000.0,0.3444,3.4166328,-1220104.2,3.3758052,CASE7,13257.0143512162,312.847782018907,319.395413266863,106.287364685438,1583.95058957502,10410.8019597889,2038.0,205891.0,20961.0
172800,35.0,11.0,300.12169,1000000000.0,0.3456,3.4733108,-1220065.7,3.394952,CASE7,14317.9816579827,349.608018743001,386.427697679642,71.8640948288863,1735.63069820404,11158.3469235247,2045.0,206160.0,20839.0
173400,35.0,11.0,300.77012,1000000000.0,0.3468,3.4567123,-1220099.2,3.3835989,CASE7,13938.2257223109,336.273023040465,318.242871093764,128.488186797026,1683.17303885135,10837.0138671427,2151.0,205802.0,20916.0
174000,35.0,11.0,301.05887,1000000000.0,0.348,3.3841024,-1220081.1,3.329537,CASE7,13423.5505829675,328.878596178423,353.998032738259,129.519013983466,1717.93558409529,10238.8254886783,2145.0,204931.0,22031.0
174600,35.0,11.0,300.93101,1000000000.0,0.3492,3.4010687,-1220088.1,3.3281538,CASE7,13483.0818493658,256.378529084751,331.200486005942,124.304046584343,1753.51568248603,10108.4375250438,2151.0,204269.0,22657.0
175200,35.0,11.0,300.43588,1000000000.0,0.3504,3.4294466,-1220097.8,3.4127641,CASE7,13786.456672724,191.161493664606,419.15150354334,97.0280647454532,1959.07586428202,10411.6581761231,2060.0,203954.0,22833.0
175800,35.0,11.0,300.25233,1000000000.0,0.3516,3.5079491,-1220047.2,3.4436417,CASE7,14599.9468753969,239.406790152993,450.002742809103,136.579213345785,1884.58096005267,11082.4949344763,2021.0,203944.0,22840.0
