param_n_estimators,param_max_depth,param_subsample,param_colsample_bytree,mean_R2,std_R2,mean_test_MAE,mean_test_MSE,mean_test_RMSE,rank,mean_fit_time,std_fit_time
1000,4,0.6,0.6,-1443866.4460244228,2041935.6247226691,118.19653065999348,80029.31510416667,277.38842241648126,92,6.107481161753337,0.07302966233870782
300,6,0.5,0.6,-1500082.7509260874,2121437.5458537815,115.43082682291667,78758.7109375,274.2225397494338,93,3.1528584957122803,0.047401529007850766
600,4,0.6,0.6,-1509262.9268295194,2134420.255527247,116.21823374430339,78505.9921875,274.248346566717,94,3.8025803565979004,0.005756574413542386
1000,4,0.6,0.6,-1513678.443431693,2140664.7037723963,117.73723856608073,79725.67057291667,276.7805073926744,95,6.2469808260599775,0.0015405487328159306
300,8,0.6,0.6,-1515895.4174865882,2143800.033586137,115.41802215576172,78632.65234375,274.07244889263694,96,5.179860671361287,0.07826647640342092
600,6,0.6,0.6,-1543552.4344342053,2182912.926096915,116.93804168701172,79561.66536458333,276.1035035149422,97,6.607609272003174,0.0637594539523035
300,6,0.6,0.6,-1544185.4158246194,2183808.1364408615,115.06778462727864,78202.57682291667,273.34023966361383,98,3.193232218424479,0.047881440992803885
1000,6,0.6,0.6,-1546722.2874505322,2187395.733469399,118.92326100667317,81226.92057291667,279.43522404785773,99,10.867215792338053,0.07483336094061632
300,4,0.6,0.6,-1560755.0831250548,2207241.1833167206,115.01816813151042,78243.93098958333,273.3765206426743,100,1.9320611159006755,0.002358940814734646
600,6,0.5,0.6,-1569502.2657839507,2219611.5337408446,116.99272155761719,79744.9921875,276.47707654397203,101,6.543157021204631,0.06295267563414675
600,8,0.6,0.6,-1573356.4355906695,2225062.146292139,116.5315678914388,79390.16927083333,275.7521592636441,102,11.41107726097107,0.25581470138421103
1000,8,0.6,0.6,-1575355.4496564518,2227889.1492573125,117.86679077148438,80363.17708333333,277.7257326174156,103,19.257783492406208,0.4070238836635718
1000,6,0.5,0.6,-1575593.4526083593,2228225.7299978435,118.79808044433594,81329.51041666667,279.6613304745771,104,10.828549861907959,0.12431869338720553
1000,4,0.6,0.6,-1608925.6111915286,2275364.53787702,117.99150848388672,80017.45833333333,277.35395049915,105,6.055990934371948,0.012449755366922128
600,4,0.6,0.6,-1612304.9271293704,2280143.6492092693,116.46449025472005,78596.91927083333,274.46269142768125,106,3.715805689493815,0.009224419696377462
600,4,0.5,0.6,-1618064.927946709,2288289.5187505926,116.59182484944661,78673.04817708333,274.6499483137621,107,3.7388154665629068,0.00648791185294087
300,4,0.6,0.6,-1623346.4162041943,2295758.695983478,114.98085021972656,78289.3359375,273.4533046597651,108,1.957642952601115,0.0032279840262294315
600,8,0.5,0.6,-1624086.7699584712,2296805.6709843674,117.0206782023112,79850.609375,276.3584842543357,109,11.178122838338217,0.2772654060308076
1000,8,0.5,0.6,-1627739.6189252734,2301971.546370924,118.53108978271484,81014.51822916667,278.61963727369954,110,18.578319787979126,0.3366843450852797
1000,4,0.5,0.6,-1628008.9456565033,2302352.445892115,118.44152069091797,80359.640625,277.91931056913717,111,6.266766707102458,0.14095727161011878
300,6,0.6,0.6,-1638750.749239276,2317543.71331369,115.0334981282552,78413.59114583333,273.58727981778173,112,3.3929878870646157,0.0452276772433512
300,8,0.6,0.6,-1653381.083316274,2338234.1286098785,114.83929443359375,78459.3671875,273.64688304845964,113,5.861798365910848,0.1973459055332418
600,6,0.6,0.6,-1653885.1039123684,2338946.8776816763,117.7274653116862,80323.69140625,277.56146055392486,114,6.071044683456421,0.1429010548248745
1000,6,0.6,0.6,-1654951.460904006,2340454.8840147397,119.92953999837239,82366.98958333333,281.6571891377057,115,10.020169814427694,0.11956226101729522
